,funcao,qtd_terceirizados,data
45,Editor de Texto TV,4,2019-12-01
46,Editor de Texto de Radio,2,2019-12-01
47,Eletricista,2,2019-12-01
48,Eletricista de Autos,2,2019-12-01
49,Encarregado de Elétrica,2,2019-12-01
50,Encarregado de Hidráulica,1,2019-12-01
51,Encarregado de Mecânica de Refrigeração,1,2019-12-01
52,Enfermeira/Supervisora,1,2019-12-01
53,Engenheiro Eletricista,1,2019-12-01
54,Faturista,8,2019-12-01
55,Garçom,37,2019-12-01
56,Garçonete,4,2019-12-01
57,Gerente do projeto,1,2019-12-01
58,Gesseiro,2,2019-12-01
59,Iluminador,1,2019-12-01
60,Jardineiro,10,2019-12-01
61,Jauzeiro,3,2019-12-01
62,Lavador,13,2019-12-01
63,Linux / Unix,1,2019-12-01
64,Lustrador,2,2019-12-01
65,Maquiador / Cabelereiro / Figurinista,1,2019-12-01
66,Marceneiro,6,2019-12-01
67,Mecânico Leve,2,2019-12-01
68,Mecânico Pesado,1,2019-12-01
69,Mecânico de Refrigeração,5,2019-12-01
70,Meio Oficial Eletricista,3,2019-12-01
71,Mensageiro,36,2019-12-01
72,Mensageiro com terno,78,2019-12-01
73,Monitoração,15,2019-12-01
74,Motorista,58,2019-12-01
75,Oficial Eletricista,15,2019-12-01
76,Op. de Camera UPE,4,2019-12-01
77,Operador da Central de Detecção,2,2019-12-01
78,Operador de Impressão Digital e Acabamentos Afins,8,2019-12-01
79,Operador de Micro,1,2019-12-01
80,Operador de Máquina de Caracteres,1,2019-12-01
81,Operador de VT,1,2019-12-01
82,Operador de Video,1,2019-12-01
83,Operador de Áudio,1,2019-12-01
84,Pedagoga,1,2019-12-01
85,Pintor,2,2019-12-01
86,Preparador de Documentos,19,2019-12-01
87,Preposto,2,2019-12-01
88,Processo / Qualidade,1,2019-12-01
89,"Produtor de Jornalismo, Rádio e TV",5,2019-12-01
90,Recepcionista,104,2019-12-01
91,Reporter de Radio e TV,3,2019-12-01
92,Reporter de Radio e TV / Apresentador,2,2019-12-01
93,Revisor de texto,7,2019-12-01
94,Servente,147,2019-12-01
95,Sonoplasta,2,2019-12-01
96,Supervisor,28,2019-12-01
97,Supervisor Geral de Serventes,1,2019-12-01
98,Supervisor Técnico - Engenheiro Civil,1,2019-12-01
99,Supervisor Técnico - Engenheiro Elétrico,1,2019-12-01
100,Supervisor Técnico - Engenheiro Mecânico,2,2019-12-01
101,Supervisor Técnico-Operacional de Radio e TV,2,2019-12-01
102,Supervisor de 1º Nivel,2,2019-12-01
103,Supervisor de 2º Nivel,1,2019-12-01
104,Supervisor de Documentação,1,2019-12-01
105,Supervisor de Jardinagem,1,2019-12-01
106,Supervisor de Marcenaria,2,2019-12-01
107,Supervisor de Vigilância,4,2019-12-01
108,Supervisor/Lider de Equipe,1,2019-12-01
109,Supervisora,1,2019-12-01
110,Suporte Técnico Externo,1,2019-12-01
111,Suporte Técnico Interno,2,2019-12-01
112,TECNICO DE AUDIO,2,2019-12-01
113,TECNICO DE VIDEO,2,2019-12-01
114,Telefonista,8,2019-12-01
115,Triagem de chamados,1,2019-12-01
116,Técnico 1º Nivel,28,2019-12-01
117,Técnico 1º Nível - SAA,11,2019-12-01
118,Técnico Atendimento Suporte Presencial - ASP,19,2019-12-01
119,Técnico Manutenção de Hardware,1,2019-12-01
120,Técnico de Elevador Residente,1,2019-12-01
121,Técnico de Suporte,3,2019-12-01
122,Técnico em Cabeamento e Rede Estruturada,4,2019-12-01
123,Técnico em Detecção e Alarme de Incêndio,4,2019-12-01
124,Técnico em Eletrotécnica,1,2019-12-01
125,Técnico em Eletrônica I,5,2019-12-01
126,Técnico em Manutenção de Edificações,1,2019-12-01
127,Técnico em Máquinas,1,2019-12-01
128,Técnico em Refrigeração,1,2019-12-01
129,Técnico em Secretariado,171,2019-12-01
130,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2019-12-01
131,Técnico em Telefonia,6,2019-12-01
132,Vigilante,143,2019-12-01
133,Virtualização,2,2019-12-01
134,Windows,2,2019-12-01
135,pedreiro,3,2019-12-01
136,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2019-12-01
0,Agente de Segurança Pessoal Privada,138,2020-01-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-01-01
2,Almoxarife,1,2020-01-01
3,Almoxarife Técnico,2,2020-01-01
4,Analista Jr.,1,2020-01-01
5,Analista Suporte Técnico Informática,12,2020-01-01
6,Analista de Rede,1,2020-01-01
7,Armazenamento,1,2020-01-01
8,Ascensorista,33,2020-01-01
9,Assistente de Fotografia,2,2020-01-01
10,Auditoria Médica Externa,2,2020-01-01
11,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-01-01
12,Auditoria Médica Interna- Perícia Médica,1,2020-01-01
13,Auxiliar Administrativo,5,2020-01-01
14,Auxiliar Técnico,2,2020-01-01
15,Auxiliar de Almoxarifado,19,2020-01-01
16,Auxiliar de Biblioteca,10,2020-01-01
17,Auxiliar de Educação Infantil,21,2020-01-01
18,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-01-01
19,Auxiliar de Manutenção Predial,13,2020-01-01
20,Auxiliar de Marcenaria,3,2020-01-01
21,Auxiliar de Mecânico de Refrigeração,4,2020-01-01
22,Auxiliar de Operador de Camera UPE,6,2020-01-01
23,Auxiliar de Serviços Gerais,15,2020-01-01
24,Auxiliar em Telefonia,2,2020-01-01
25,Backup,1,2020-01-01
26,Banco de Dados,3,2020-01-01
27,Bombeiro Civil Líder,2,2020-01-01
28,Bombeiro Civil Noturno 12X36,8,2020-01-01
29,Bombeiro Hidráulico,8,2020-01-01
30,Bomberiro Civil Diurno 12X36,19,2020-01-01
31,Borracheiro,1,2020-01-01
32,Chefe de Reportagem de Rádio e TV,1,2020-01-01
33,Copeira,64,2020-01-01
34,Copeiro,2,2020-01-01
35,Cozinheira,4,2020-01-01
36,Desenhista / Videografista,1,2020-01-01
37,Desenhista em CAD,1,2020-01-01
38,Designer Gráfico Júnior,3,2020-01-01
39,Designer Gráfico Pleno,4,2020-01-01
40,Designer Gráfico Sênior,2,2020-01-01
41,Digitalizador,135,2020-01-01
42,Diretor de Imagem de TV - DTV,1,2020-01-01
43,Documentadora,1,2020-01-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-01-01
45,Editor de Texto TV,4,2020-01-01
46,Editor de Texto de Radio,2,2020-01-01
47,Eletricista,2,2020-01-01
48,Eletricista de Autos,2,2020-01-01
49,Encarregado de Elétrica,2,2020-01-01
50,Encarregado de Hidráulica,1,2020-01-01
51,Encarregado de Mecânica de Refrigeração,1,2020-01-01
52,Enfermeira/Supervisora,1,2020-01-01
53,Engenheiro Eletricista,1,2020-01-01
54,Faturista,8,2020-01-01
55,Garçom,37,2020-01-01
56,Garçonete,4,2020-01-01
57,Gerente do projeto,1,2020-01-01
58,Gesseiro,2,2020-01-01
59,Iluminador,1,2020-01-01
60,Jardineiro,10,2020-01-01
61,Jauzeiro,3,2020-01-01
62,Lavador,13,2020-01-01
63,Linux / Unix,1,2020-01-01
64,Lustrador,2,2020-01-01
65,Maquiador / Cabelereiro / Figurinista,1,2020-01-01
66,Marceneiro,6,2020-01-01
67,Mecânico Leve,2,2020-01-01
68,Mecânico Pesado,1,2020-01-01
69,Mecânico de Refrigeração,5,2020-01-01
70,Meio Oficial Eletricista,3,2020-01-01
71,Mensageiro,36,2020-01-01
72,Mensageiro com terno,79,2020-01-01
73,Monitoração,15,2020-01-01
74,Motorista,58,2020-01-01
75,Oficial Eletricista,15,2020-01-01
76,Op. de Camera UPE,4,2020-01-01
77,Operador da Central de Detecção,2,2020-01-01
78,Operador de Impressão Digital e Acabamentos Afins,8,2020-01-01
79,Operador de Micro,1,2020-01-01
80,Operador de Máquina de Caracteres,1,2020-01-01
81,Operador de VT,1,2020-01-01
82,Operador de Video,1,2020-01-01
83,Operador de Áudio,1,2020-01-01
84,Pedagoga,1,2020-01-01
85,Pintor,2,2020-01-01
86,Preparador de Documentos,19,2020-01-01
87,Preposto,2,2020-01-01
88,Processo / Qualidade,1,2020-01-01
89,"Produtor de Jornalismo, Rádio e TV",5,2020-01-01
90,Recepcionista,104,2020-01-01
91,Reporter de Radio e TV,3,2020-01-01
92,Reporter de Radio e TV / Apresentador,2,2020-01-01
93,Revisor de texto,7,2020-01-01
94,Servente,147,2020-01-01
95,Sonoplasta,2,2020-01-01
96,Supervisor,28,2020-01-01
97,Supervisor Geral de Serventes,1,2020-01-01
98,Supervisor Técnico - Engenheiro Civil,1,2020-01-01
99,Supervisor Técnico - Engenheiro Elétrico,1,2020-01-01
100,Supervisor Técnico - Engenheiro Mecânico,2,2020-01-01
101,Supervisor Técnico-Operacional de Radio e TV,2,2020-01-01
102,Supervisor de 1º Nivel,2,2020-01-01
103,Supervisor de 2º Nivel,1,2020-01-01
104,Supervisor de Documentação,1,2020-01-01
105,Supervisor de Jardinagem,1,2020-01-01
106,Supervisor de Marcenaria,2,2020-01-01
107,Supervisor de Vigilância,4,2020-01-01
108,Supervisor/Lider de Equipe,1,2020-01-01
109,Supervisora,1,2020-01-01
110,Suporte Técnico Externo,1,2020-01-01
111,Suporte Técnico Interno,2,2020-01-01
112,TECNICO DE AUDIO,2,2020-01-01
113,TECNICO DE VIDEO,2,2020-01-01
114,Telefonista,8,2020-01-01
115,Triagem de chamados,1,2020-01-01
116,Técnico 1º Nivel,28,2020-01-01
117,Técnico 1º Nível - SAA,11,2020-01-01
118,Técnico Atendimento Suporte Presencial - ASP,19,2020-01-01
119,Técnico Manutenção de Hardware,1,2020-01-01
120,Técnico de Elevador Residente,1,2020-01-01
121,Técnico de Suporte,3,2020-01-01
122,Técnico em Cabeamento e Rede Estruturada,4,2020-01-01
123,Técnico em Detecção e Alarme de Incêndio,4,2020-01-01
124,Técnico em Eletrotécnica,1,2020-01-01
125,Técnico em Eletrônica I,5,2020-01-01
126,Técnico em Manutenção de Edificações,1,2020-01-01
127,Técnico em Máquinas,1,2020-01-01
128,Técnico em Refrigeração,1,2020-01-01
129,Técnico em Secretariado,171,2020-01-01
130,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-01-01
131,Técnico em Telefonia,6,2020-01-01
132,Vigilante,143,2020-01-01
133,Virtualização,2,2020-01-01
134,Windows,2,2020-01-01
135,pedreiro,3,2020-01-01
136,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-01-01
0,Agente de Segurança Pessoal Privada,138,2020-02-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-02-01
2,Almoxarife,1,2020-02-01
3,Almoxarife Técnico,2,2020-02-01
4,Analista Jr.,3,2020-02-01
5,Analista Programador Java de nível Pleno,30,2020-02-01
6,Analista Suporte Técnico Informática,13,2020-02-01
7,Analista de Rede,1,2020-02-01
8,Armazenamento,1,2020-02-01
9,Ascensorista,33,2020-02-01
10,Assistente de Fotografia,2,2020-02-01
11,Assistente de Supervisão,1,2020-02-01
12,Auditoria Médica Externa,3,2020-02-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-02-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-02-01
15,Auxiliar Administrativo,5,2020-02-01
16,Auxiliar Técnico,2,2020-02-01
17,Auxiliar de Biblioteca,11,2020-02-01
18,Auxiliar de Educação Infantil,22,2020-02-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-02-01
20,Auxiliar de Manutenção Predial,13,2020-02-01
21,Auxiliar de Marcenaria,3,2020-02-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-02-01
23,Auxiliar de Operador de Camera UPE,6,2020-02-01
24,Auxiliar de Serviços Gerais,15,2020-02-01
25,Auxiliar em Telefonia,2,2020-02-01
26,Backup,1,2020-02-01
27,Banco de Dados,2,2020-02-01
28,Bombeiro Civil Líder,1,2020-02-01
29,Bombeiro Civil Noturno 12X36,8,2020-02-01
30,Bombeiro Hidráulico,8,2020-02-01
31,Bomberiro Civil Diurno 12X36,20,2020-02-01
32,Chefe de Reportagem de Rádio e TV,1,2020-02-01
33,Copeira,64,2020-02-01
34,Copeiro,2,2020-02-01
35,Cozinheira,4,2020-02-01
36,Desenhista / Videografista,2,2020-02-01
37,Desenhista em CAD,1,2020-02-01
38,Designer Gráfico Júnior,3,2020-02-01
39,Designer Gráfico Pleno,4,2020-02-01
40,Designer Gráfico Sênior,2,2020-02-01
41,Digitalizador,126,2020-02-01
42,Diretor de Imagem de TV - DTV,1,2020-02-01
43,Documentadora,1,2020-02-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-02-01
45,Editor de Texto TV,4,2020-02-01
46,Editor de Texto de Radio,2,2020-02-01
47,Eletricista,2,2020-02-01
48,Encarregado de Elétrica,2,2020-02-01
49,Encarregado de Hidráulica,1,2020-02-01
50,Encarregado de Mecânica de Refrigeração,1,2020-02-01
51,Enfermeira/Supervisora,1,2020-02-01
52,Engenheiro Eletricista,1,2020-02-01
53,Faturista,8,2020-02-01
54,Garçom,37,2020-02-01
55,Garçonete,4,2020-02-01
56,Gerente do projeto,1,2020-02-01
57,Gesseiro,2,2020-02-01
58,Iluminador,1,2020-02-01
59,Jardineiro,10,2020-02-01
60,Jauzeiro,3,2020-02-01
61,Lavador,6,2020-02-01
62,Linux / Unix,1,2020-02-01
63,Lustrador,2,2020-02-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-02-01
65,Marceneiro,6,2020-02-01
66,Mecânico de Refrigeração,5,2020-02-01
67,Meio Oficial Eletricista,3,2020-02-01
68,Mensageiro,36,2020-02-01
69,Mensageiro com terno,77,2020-02-01
70,Monitoração,19,2020-02-01
71,Motorista,23,2020-02-01
72,Oficial Eletricista,15,2020-02-01
73,Op. de Camera UPE,4,2020-02-01
74,Operador da Central de Detecção,2,2020-02-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-02-01
76,Operador de Micro,1,2020-02-01
77,Operador de Máquina de Caracteres,1,2020-02-01
78,Operador de VT,1,2020-02-01
79,Operador de Video,1,2020-02-01
80,Operador de Áudio,1,2020-02-01
81,Pedagoga,1,2020-02-01
82,Pintor,2,2020-02-01
83,Preparador de Documentos,17,2020-02-01
84,Preposto,2,2020-02-01
85,Processo / Qualidade,1,2020-02-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-02-01
87,Recepcionista,104,2020-02-01
88,Reporter de Radio e TV,3,2020-02-01
89,Reporter de Radio e TV / Apresentador,2,2020-02-01
90,Revisor de texto,7,2020-02-01
91,Servente,147,2020-02-01
92,Sonoplasta,2,2020-02-01
93,Supervisor,26,2020-02-01
94,Supervisor Geral de Serventes,1,2020-02-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-02-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-02-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-02-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-02-01
99,Supervisor de 1º Nivel,2,2020-02-01
100,Supervisor de 2º Nivel,2,2020-02-01
101,Supervisor de Documentação,1,2020-02-01
102,Supervisor de Jardinagem,1,2020-02-01
103,Supervisor de Marcenaria,2,2020-02-01
104,Supervisor de Vigilância,4,2020-02-01
105,Supervisor/Lider de Equipe,1,2020-02-01
106,Supervisora,1,2020-02-01
107,Suporte Técnico Externo,1,2020-02-01
108,Suporte Técnico Interno,4,2020-02-01
109,TECNICO DE AUDIO,2,2020-02-01
110,TECNICO DE VIDEO,2,2020-02-01
111,Telefonista,8,2020-02-01
112,Triagem de chamados,1,2020-02-01
113,Técnico 1º Nivel,20,2020-02-01
114,Técnico 1º Nível - SAA,12,2020-02-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-02-01
116,Técnico Manutenção de Hardware,2,2020-02-01
117,Técnico de Elevador Residente,1,2020-02-01
118,Técnico de Suporte,3,2020-02-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-02-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-02-01
121,Técnico em Eletrotécnica,1,2020-02-01
122,Técnico em Eletrônica I,5,2020-02-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-02-01
124,Técnico em Manutenção de Edificações,1,2020-02-01
125,Técnico em Máquinas,1,2020-02-01
126,Técnico em Refrigeração,1,2020-02-01
127,Técnico em Secretariado,170,2020-02-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-02-01
129,Técnico em Telefonia,6,2020-02-01
130,Vigilante,142,2020-02-01
131,Virtualização,1,2020-02-01
132,Windows,2,2020-02-01
133,pedreiro,3,2020-02-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-02-01
0,Agente de Segurança Pessoal Privada,138,2020-03-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-03-01
2,Almoxarife,1,2020-03-01
3,Almoxarife Técnico,2,2020-03-01
4,Analista Jr.,3,2020-03-01
5,Analista Programador Java de nível Pleno,30,2020-03-01
6,Analista Suporte Técnico Informática,13,2020-03-01
7,Analista de Rede,1,2020-03-01
8,Armazenamento,1,2020-03-01
9,Ascensorista,33,2020-03-01
10,Assistente de Fotografia,2,2020-03-01
11,Assistente de Supervisão,1,2020-03-01
12,Auditoria Médica Externa,3,2020-03-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-03-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-03-01
15,Auxiliar Administrativo,5,2020-03-01
16,Auxiliar Técnico,2,2020-03-01
17,Auxiliar de Biblioteca,11,2020-03-01
18,Auxiliar de Educação Infantil,22,2020-03-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-03-01
20,Auxiliar de Manutenção Predial,13,2020-03-01
21,Auxiliar de Marcenaria,3,2020-03-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-03-01
23,Auxiliar de Operador de Camera UPE,6,2020-03-01
24,Auxiliar de Serviços Gerais,15,2020-03-01
25,Auxiliar em Telefonia,2,2020-03-01
26,Backup,1,2020-03-01
27,Banco de Dados,2,2020-03-01
28,Bombeiro Civil Líder,1,2020-03-01
29,Bombeiro Civil Noturno 12X36,8,2020-03-01
30,Bombeiro Hidráulico,8,2020-03-01
31,Bomberiro Civil Diurno 12X36,20,2020-03-01
32,Chefe de Reportagem de Rádio e TV,1,2020-03-01
33,Copeira,64,2020-03-01
34,Copeiro,2,2020-03-01
35,Cozinheira,4,2020-03-01
36,Desenhista / Videografista,2,2020-03-01
37,Desenhista em CAD,1,2020-03-01
38,Designer Gráfico Júnior,3,2020-03-01
39,Designer Gráfico Pleno,4,2020-03-01
40,Designer Gráfico Sênior,2,2020-03-01
41,Digitalizador,125,2020-03-01
42,Diretor de Imagem de TV - DTV,1,2020-03-01
43,Documentadora,1,2020-03-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-03-01
45,Editor de Texto TV,4,2020-03-01
46,Editor de Texto de Radio,2,2020-03-01
47,Eletricista,2,2020-03-01
48,Encarregado de Elétrica,2,2020-03-01
49,Encarregado de Hidráulica,1,2020-03-01
50,Encarregado de Mecânica de Refrigeração,1,2020-03-01
51,Enfermeira/Supervisora,1,2020-03-01
52,Engenheiro Eletricista,1,2020-03-01
53,Faturista,8,2020-03-01
54,Garçom,37,2020-03-01
55,Garçonete,4,2020-03-01
56,Gerente do projeto,1,2020-03-01
57,Gesseiro,2,2020-03-01
58,Iluminador,1,2020-03-01
59,Jardineiro,10,2020-03-01
60,Jauzeiro,3,2020-03-01
61,Lavador,6,2020-03-01
62,Linux / Unix,1,2020-03-01
63,Lustrador,2,2020-03-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-03-01
65,Marceneiro,6,2020-03-01
66,Mecânico de Refrigeração,5,2020-03-01
67,Meio Oficial Eletricista,3,2020-03-01
68,Mensageiro,39,2020-03-01
69,Mensageiro com terno,75,2020-03-01
70,Monitoração,19,2020-03-01
71,Motorista,23,2020-03-01
72,Oficial Eletricista,15,2020-03-01
73,Op. de Camera UPE,4,2020-03-01
74,Operador da Central de Detecção,2,2020-03-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-03-01
76,Operador de Micro,1,2020-03-01
77,Operador de Máquina de Caracteres,1,2020-03-01
78,Operador de VT,1,2020-03-01
79,Operador de Video,1,2020-03-01
80,Operador de Áudio,1,2020-03-01
81,Pedagoga,1,2020-03-01
82,Pintor,2,2020-03-01
83,Preparador de Documentos,17,2020-03-01
84,Preposto,2,2020-03-01
85,Processo / Qualidade,1,2020-03-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-03-01
87,Recepcionista,104,2020-03-01
88,Reporter de Radio e TV,3,2020-03-01
89,Reporter de Radio e TV / Apresentador,2,2020-03-01
90,Revisor de texto,7,2020-03-01
91,Servente,147,2020-03-01
92,Sonoplasta,2,2020-03-01
93,Supervisor,26,2020-03-01
94,Supervisor Geral de Serventes,1,2020-03-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-03-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-03-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-03-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-03-01
99,Supervisor de 1º Nivel,2,2020-03-01
100,Supervisor de 2º Nivel,2,2020-03-01
101,Supervisor de Documentação,1,2020-03-01
102,Supervisor de Jardinagem,1,2020-03-01
103,Supervisor de Marcenaria,2,2020-03-01
104,Supervisor de Vigilância,4,2020-03-01
105,Supervisor/Lider de Equipe,1,2020-03-01
106,Supervisora,1,2020-03-01
107,Suporte Técnico Externo,1,2020-03-01
108,Suporte Técnico Interno,4,2020-03-01
109,TECNICO DE AUDIO,2,2020-03-01
110,TECNICO DE VIDEO,2,2020-03-01
111,Telefonista,8,2020-03-01
112,Triagem de chamados,1,2020-03-01
113,Técnico 1º Nivel,20,2020-03-01
114,Técnico 1º Nível - SAA,12,2020-03-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-03-01
116,Técnico Manutenção de Hardware,2,2020-03-01
117,Técnico de Elevador Residente,1,2020-03-01
118,Técnico de Suporte,3,2020-03-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-03-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-03-01
121,Técnico em Eletrotécnica,1,2020-03-01
122,Técnico em Eletrônica I,5,2020-03-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-03-01
124,Técnico em Manutenção de Edificações,1,2020-03-01
125,Técnico em Máquinas,1,2020-03-01
126,Técnico em Refrigeração,1,2020-03-01
127,Técnico em Secretariado,170,2020-03-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-03-01
129,Técnico em Telefonia,6,2020-03-01
130,Vigilante,142,2020-03-01
131,Virtualização,1,2020-03-01
132,Windows,2,2020-03-01
133,pedreiro,3,2020-03-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-03-01
0,Agente de Segurança Pessoal Privada,138,2020-04-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-04-01
2,Almoxarife,1,2020-04-01
3,Almoxarife Técnico,2,2020-04-01
4,Analista Jr.,3,2020-04-01
5,Analista Programador Java de nível Pleno,30,2020-04-01
6,Analista Suporte Técnico Informática,13,2020-04-01
7,Analista de Rede,1,2020-04-01
8,Armazenamento,1,2020-04-01
9,Ascensorista,33,2020-04-01
10,Assistente de Fotografia,2,2020-04-01
11,Assistente de Supervisão,1,2020-04-01
12,Auditoria Médica Externa,3,2020-04-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-04-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-04-01
15,Auxiliar Administrativo,5,2020-04-01
16,Auxiliar Técnico,2,2020-04-01
17,Auxiliar de Biblioteca,11,2020-04-01
18,Auxiliar de Educação Infantil,22,2020-04-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-04-01
20,Auxiliar de Manutenção Predial,12,2020-04-01
21,Auxiliar de Marcenaria,3,2020-04-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-04-01
23,Auxiliar de Operador de Camera UPE,6,2020-04-01
24,Auxiliar de Serviços Gerais,15,2020-04-01
25,Auxiliar em Telefonia,2,2020-04-01
26,Backup,1,2020-04-01
27,Banco de Dados,2,2020-04-01
28,Bombeiro Civil Líder,1,2020-04-01
29,Bombeiro Civil Noturno 12X36,8,2020-04-01
30,Bombeiro Hidráulico,8,2020-04-01
31,Bomberiro Civil Diurno 12X36,20,2020-04-01
32,Chefe de Reportagem de Rádio e TV,1,2020-04-01
33,Copeira,64,2020-04-01
34,Copeiro,2,2020-04-01
35,Cozinheira,4,2020-04-01
36,Desenhista / Videografista,2,2020-04-01
37,Desenhista em CAD,1,2020-04-01
38,Designer Gráfico Júnior,3,2020-04-01
39,Designer Gráfico Pleno,4,2020-04-01
40,Designer Gráfico Sênior,2,2020-04-01
41,Digitalizador,125,2020-04-01
42,Diretor de Imagem de TV - DTV,1,2020-04-01
43,Documentadora,1,2020-04-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-04-01
45,Editor de Texto TV,4,2020-04-01
46,Editor de Texto de Radio,2,2020-04-01
47,Eletricista,2,2020-04-01
48,Encarregado de Elétrica,2,2020-04-01
49,Encarregado de Hidráulica,1,2020-04-01
50,Encarregado de Mecânica de Refrigeração,1,2020-04-01
51,Enfermeira/Supervisora,1,2020-04-01
52,Engenheiro Eletricista,1,2020-04-01
53,Faturista,8,2020-04-01
54,Garçom,37,2020-04-01
55,Garçonete,4,2020-04-01
56,Gerente do projeto,1,2020-04-01
57,Gesseiro,2,2020-04-01
58,Iluminador,1,2020-04-01
59,Jardineiro,10,2020-04-01
60,Jauzeiro,3,2020-04-01
61,Lavador,6,2020-04-01
62,Linux / Unix,1,2020-04-01
63,Lustrador,2,2020-04-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-04-01
65,Marceneiro,6,2020-04-01
66,Mecânico de Refrigeração,5,2020-04-01
67,Meio Oficial Eletricista,3,2020-04-01
68,Mensageiro,40,2020-04-01
69,Mensageiro com terno,75,2020-04-01
70,Monitoração,19,2020-04-01
71,Motorista,21,2020-04-01
72,Oficial Eletricista,15,2020-04-01
73,Op. de Camera UPE,4,2020-04-01
74,Operador da Central de Detecção,2,2020-04-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-04-01
76,Operador de Micro,1,2020-04-01
77,Operador de Máquina de Caracteres,1,2020-04-01
78,Operador de VT,1,2020-04-01
79,Operador de Video,1,2020-04-01
80,Operador de Áudio,1,2020-04-01
81,Pedagoga,1,2020-04-01
82,Pintor,2,2020-04-01
83,Preparador de Documentos,17,2020-04-01
84,Preposto,2,2020-04-01
85,Processo / Qualidade,1,2020-04-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-04-01
87,Recepcionista,103,2020-04-01
88,Reporter de Radio e TV,3,2020-04-01
89,Reporter de Radio e TV / Apresentador,2,2020-04-01
90,Revisor de texto,7,2020-04-01
91,Servente,147,2020-04-01
92,Sonoplasta,2,2020-04-01
93,Supervisor,26,2020-04-01
94,Supervisor Geral de Serventes,1,2020-04-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-04-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-04-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-04-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-04-01
99,Supervisor de 1º Nivel,2,2020-04-01
100,Supervisor de 2º Nivel,2,2020-04-01
101,Supervisor de Documentação,1,2020-04-01
102,Supervisor de Jardinagem,1,2020-04-01
103,Supervisor de Marcenaria,2,2020-04-01
104,Supervisor de Vigilância,4,2020-04-01
